primary_title,start_year,directors,primary_name,category
"Son of the Sunshine",2009,nm1653465,"Ryan Ward",actor
"Yatai no onêsan: Tabegoro na monojiri",2009,nm1027829,"Tarô Araki",actor
"Gallit Gondhal, Dillit Mujra",2009,nm0080426,"Nagesh Bhonsle",actor
"Wonder Boy",2010,nm3167922,"Lucinda McNary",actress
"Odyssey: A Journey of Passion",2002,nm0018183,"Nikos Alevras",actor
"Low Cost (Claude Jutra)",2010,nm0047049,"Lionel Baier",actor
Fallacy,2010,nm2910658,"Gair Cook",actor
"The Family Complete",2010,nm0408045,"Kôichi Imaizumi",actor
"Shockumentary: the Story of a Franchise",2010,nm3424382,"Dan Barth",actor
"North for Anthracite: The Crested Butte Branch",2010,nm4325387,"Russ Lallier",actor
"The Hooker with a Heart of Gold",2010,nm1121649,"Brad Jones",actor
"Hank Danger and the League of Scientists!",2010,nm3701636,"Joshua Courtade",actor
"Bite Me Back",2010,nm4102505,"Mike Barry",actor
"Encarta IV: Dark Hope",2008,nm4778068,"Ryan Webber",actor
"Disturbing the Peace",2009,nm2675885,"Weiwei Ai",actor
"The Angrez",2005,nm5467263,"Kuntaa Nikkil",actor
"Kesariya Balam - Liebe ohne Grenzen",2010,nm6541847,"Sandeep Kumar",actor
"From Scratch 2",2006,nm6508596,"Mark K. Buddington",actor
"The Legend of Zelda: The Triforce Prophecy",2010,nm4097812,"Scotty Whitehurst",actor
"Last Princess of Royal Blood: Tsetsenhangru",2008,nm6297407,Bayaneruul,actor
"Woman from the Dusk",2002,nm7494057,"Yizhi Yang",actor
Adhinayak,2006,nm2704306,"Jatin Bora",actor
"Kadhal Azhivathillai",2002,nm0707388,"Thesingu Rajendar",actor
"The Fall of the Louse of Usher: A Gothic Tale for the 21st Century",2002,nm0001692,"Ken Russell",actor
"Zakka West",2003,nm0173427,"Mikael Colville-Andersen",actor
"The Other Half of Me",2001,nm1001520,"Michael Mustizer",actor
"May Day Mayhem!",2001,nm0464417,"Róbert Koltai",actor
"War and Peace",2002,nm0666674,"Anand Patwardhan",actor
"Berga: Soldiers of Another War",2003,nm0346549,"Charles Guggenheim",actor
"The Game of Their Lives",2002,nm1326085,"Daniel Gordon",actor
"Opposite Sex and the City",2002,nm0307095,"Stirling Gardner",actor
"Pogoda na jutro",2003,nm0836136,"Jerzy Stuhr",actor
Childstar,2004,nm0001528,"Don McKellar",actor
"Huh Huh 1976-78",2004,nm0106873,"Dietmar Brehm",actor
"The Defender",2004,nm0000185,"Dolph Lundgren",actor
"Welcome to Purgatory",2004,nm1261981,"Johnny Garcia",actor
"Plástico cruel",2005,nm0728847,"Daniel Ritto",actor
"The Dead Link",2002,nm1815910,"Ben Juhl",actor
Link,2005,nm1384445,"Robin Christian",actor
"At Dawn They Sleep",2000,nm1079061,"Brian Paulin",actor
"Occupation: Hollywood",2005,nm1649893,"Marques T. Owens",actor
"Color of the Cross",2006,nm0478713,"Jean-Claude La Marre",actor
Shifter,2000,nm1249587,"Colin Hodson",actor
"Yippee: A Journey to Jewish Joy",2006,nm0005196,"Paul Mazursky",actor
"Sense of Need",2005,nm2393447,"Shady Srour",actor
"Lost in Woonsocket",2007,nm2092965,"John Chester",actor
"A Beautiful Wife",2007,nm0682251,"Leonardo Pieraccioni",actor
Icarus,2010,nm0000185,"Dolph Lundgren",actor
"A Fright in Time",2005,nm5449519,"Michael Leland Burton",actor
Stagger,2009,nm2428088,"Paul T.T. Easter",actor
Fagbug,2009,nm3187460,"Erin Davies",actress
"The Last Great Americans",2008,nm3342510,"Evan Ferrario",actor
Pursuit,2010,nm1441193,"Marina Deak",actress
Getty,2009,nm3336183,"Grant MacDonald",actor
Rage,2010,nm0936754,"Chris Witherspoon",actor
"Nariz loca",2008,nm3399797,"Adrian Corona",actor
Voyeur,2007,nm0027285,"Pete Anderson",actor
"Carol I",2009,nm0630197,"Sergiu Nicolaescu",actor
"The Birdbreeder",2009,nm3565266,"Dieter Marsoner",actor
"Red Bad Boys",2008,nm0071157,"Alphonse Beni",actor
"Histoire trouble",2009,nm0997345,"Jérôme Lefdup",actor
"Tehran Has No More Pomegrenates!",2007,nm3009133,"Massoud Bakhshi",actor
"Jake Gets Paid",2009,nm1326802,"Ed Duranté",actor
"The Land of Fly-Agarics",2009,nm3997928,"Leonid Mashinskiy",actor
"Butterflista subete wa aino koi",2010,nm2931908,"Kyôko Kanô",actress
"On s'Arrache, des avions etc",2007,nm4160438,"Alexandre Moisescot",actor
"Family Business",2010,nm4207044,"James Delhauer",actor
"The Last Holiday",2009,nm2113165,"Mark Callum",actor
"MGS: The Mongoose Incident",2009,nm4249500,"Julio Marambio",actor
"Affinity Point",2010,nm4339108,"J Deeh Pitre",actor
"The Palestinian Connection",2002,nm1722382,"Jonathan Avigdori",actor
"Hot Ice, No-one Is Safe",2010,nm0080729,"John Bianco",actor
"Der Zauber der verdunkelten Seele",2007,nm0460176,"Alexander Kluge",actor
"Peanuts One Dollar",2010,nm2054182,"Sebastián Mónaco",actor
"Furinzuma: Aisaretai omoi",2003,nm0949098,"Yumi Yoshiyuki",actress
"New Eden",2010,nm5390649,"G. Hunter",actor
"L'invasion silencieuse",2001,nm0492169,"Eric Lavoie",actor
"My Autograph",2006,nm1679372,Sudeep,actor
"Il fare politica",2005,nm1195280,"Hugues Le Paige",actor
"If at First You Don't Succeed",2007,nm2403482,"Greg Van Cott",actor
"El Sótano",2010,nm5923525,"Luis Corporán",actor
"Pyaasi Bhootni",2003,nm1328135,"Kanti Shah",actor
"Ora Amake Bhalo Hote Dilo Na",2010,nm5182031,"Kazi Hayat",actor
e'Tzaintes,2003,nm1938697,"Tzang Merwyn Tong",actor
"Pausa italiana",2004,nm7377527,"Aleksandr Balagura",actor
"La Mogette Masquée",2010,nm8353910,"Anthony Gavard",actor
"Tödliche Freundschaften",2009,nm7807768,"Alexander Baldreich",actor
"The Remnant",2001,nm0430156,"Rick Jordan",actor
"Kondaveeti Simhasanam",2002,nm0201927,"Narayana Rao Dasari",actor
"Kung Phooey!",2003,nm0284553,"Darryl Fong",actor
"Novela Novela",2001,nm0685114,"Chrystianne Rochat",actress
"Quartet for Two",2001,nm0847562,"Naoto Takenaka",actor
"Teacher in a Bikini",2002,nm0099396,"Lyèce Boukhitine",actor
"Super Sucker",2002,nm0001099,"Jeff Daniels",actor
"Il trasformista",2002,nm0053230,"Luca Barbareschi",actor
"The Wrong Fortune Cookie",2002,nm0139882,"Tim Carr",actor
"B.B. and the Cormorant",2003,nm0299998,"Edoardo Gabbriellini",actor
"Strange Attractor",2003,nm1396652,"Ken Adams",actor
Co-Incidence,2002,nm1311757,"Cristian YoungMiller",actor
"Les clefs de bagnole",2003,nm0046494,"Laurent Baffie",actor
"Un parfum nommé Saïd",2003,nm0885188,"Philippe Vallois",actor
"Achante Kochumolku",2003,nm0222145,"Rajan P. Dev",actor
Insurrection/résurrection,2004,nm1315309,"Pierre Méréjkowsky",actor
"Bos Is Back",2004,nm1588184,"Maik Bos",actor
"Carpool Guy",2005,nm0000929,"Corbin Bernsen",actor
"La tierra ardía",2005,nm0191094,"Manuel Cuenca",actor
"Two Tickets to Paradise",2006,nm0000665,"D.B. Sweeney",actor
"Zen Man",2006,nm2082326,"Sang H. Kim",actor
"Out of the Shadows",2005,nm2152827,"Cap Averill II",actor
"The Cops Did It",2009,nm2218593,"Anthony Azar",actor
O.F.N.I.,2006,nm0783935,"José Semprún",actor
Speechless,2006,nm1125911,"William R. Bryan",actor
"Amends to My Life",2007,nm2103403,"Ben Solenberger",actor
"The Heart of the Beast",2005,nm0361776,"Renos Haralambidis",actor
"Rama Shama Bhama",2005,nm0033243,"Ramesh Aravind",actor
"You Tell Me",2006,nm1745115,"Joshua Cary",actor
"A kokain földjén",2000,nm2165997,"Tibor Péter Banai",actor
Holunderblüte,2007,nm0462899,"Volker Koepp",actor
"Go in Peace Rain",2007,nm0373043,"Reuven Hecker",actor
"Fetish Thanksgiving",2007,nm4735114,"Irene Boss",actress
"Sharing God Kid Style",2009,nm0218191,"Kacee DeMasi",actress
"GIAGONAN 3: The Dark Days of Doom",2007,nm2821855,"Giagos Raftopoulos",actor
"Sonny Dreamweaver",2009,nm2934103,"Sunspot Jonz",actor
"Johnny Appleweed",2008,nm2600628,"Johnny Cotugno",actor
"The Villain",2009,nm0243355,"Albert Dupontel",actor
Trasharella,2009,nm0726457,"Rena Riffel",actress
"Island Bruthas",2009,nm2375114,"G.R. Claveria",actor
"Inside the Velvet Rope",2009,nm1383787,"Ryan B. Adams",actor
"They're Too Small",2008,nm3236412,"Jason Gerbay",actor
"Law of Attraction",2009,nm0007050,"Sergei Davidoff",actor
"The Drive",2009,nm2625253,"Jon Russell Cring",actor
"Surely Someday",2010,nm1040419,"Shun Oguri",actor
Trim,2010,nm1431206,"Ryan Bottiglieri",actor
"Keep Drinking, Men! The Story of Beer Drinkers in Space",2007,nm3665193,"Frank Delle",actor
"I Am Here... Now",2009,nm3718935,"Neil Breen",actor
"Crazy Times",2008,nm1273749,"Lorenz Christian Köhler",actor
"12 Angry Lebanese: The Documentary",2009,nm3733101,"Zeina Daccache",actor
"Hitozuma chijô: Shitoyakana seikô",2009,nm0994324,"Yutaka Ikejima",actor
"She's Got Everything She Needs",2010,nm3066557,"Brian Hernandez",actor
"Dark Shields",2010,nm3125923,"Larry Greene",actor
Baroness,2000,nm0490492,"Tony Liu",actor
"Historia de un director idiota",2010,nm2667891,"Sergio Candel",actor
"The Journals of Musan",2010,nm4238438,"Jung-bum Park",actor
Borderline,2010,nm4258903,"Steven Nohrden",actor
"Viaje al corazón de la tortura",2003,nm0170043,"Isabel Coixet",actress
"Kimi to Mama to Kauboui",2010,nm4282113,"Yusuke Inaba",actor
"Two Weeks",2009,nm3576446,"Lori Nelson Lee",actress
"The Hymie and Stymie Show",2010,nm4523558,"Dan Axelrod",actor
"Pato zamin nazar",2009,nm0994308,"Iraj Ghaderi",actor
Weyback,2000,nm0178507,"Jonathan Coote",actor
"The Ticket",2009,nm6504327,"Richard Needham",actor
Life,2007,nm1497931,"Mark Penney",actor
"It Followed Me",2010,nm5619726,"Joe Lujan",actor
"Love Happens",2010,nm3463485,"Aj Cross",actor
"Brigadier Crenshaw Tres",2009,nm7601292,"James Strecker",actor
"Afán: Enfrentar o Morir",2004,nm8033573,"Julio A. Mejía",actor
"Bundle of Joy",2003,nm3323885,"Adam Taylor",actor
Zero,2006,nm8376037,"Dmitriy Glukhov",actor
"En räv bakom örat",2004,nm3951068,"Johnny Wernersson",actor
"Extreme Force",2001,nm0702680,"Michel Qissi",actor
"The View from the Swing",2000,nm0876166,"Paul Tuerpe",actor
"Summer Things",2002,nm0003508,"Michel Blanc",actor
"The Gatekeeper",2002,nm0294587,"John Carlos Frey",actor
"Spiders of the Night",2002,nm0006620,"Jean-Pierre Mocky",actor
"Sex, Politics & Cocktails",2002,nm1279675,"Julien Hernandez",actor
"First Impressions",2003,nm0989015,"Barton Caplan",actor
"Beer Muscles",2004,nm1563632,"Griffin Marks",actor
L'adolescent,2001,nm0529616,"Pierre Léon",actor
"Ah Aah: Anbe Aaruyire",2005,nm0754184,"S.J. Suryah",actor
"Silent Voyeur",2004,nm1499605,"Georg Koszulinski",actor
"Ripple Effect",2007,nm0129310,"Philippe Caland",actor
"Death's Glamour",2006,nm0609741,"Luc Moullet",actor
"Fallen Leaves",2002,nm2081348,"Hilton Ariel Ruiz",actor
Sakenara,2004,nm2308251,"Alan Chan",actor
"Looking for Fidel",2006,nm2133990,"Leonardo Corbucci",actor
"A Most Particularly Peculiar Bank Heist",2005,nm2345632,"Ms. Divine",actress
"Dreams May Come",2006,nm1292891,"Jinglei Xu",actress
Vivid,2006,nm0101647,"Joe Cottrell Boyce",actor
Nocturnia,2005,nm1923255,"Erix Antoine",actor
"Why Did I Get Married?",2007,nm1347153,"Tyler Perry",actor
"A Poor Kid's Guide to Success",2007,nm2475567,"Thomas Dagnino",actor
"The Waiter",2010,nm1539884,"Jason Konopisos-Alvarez",actor
"In This Short Life",2005,nm0803523,"Britta Sjogren",actress
"Meet the Browns",2008,nm1347153,"Tyler Perry",actor
Umbilical,2007,nm2653889,"Jason Joven",actor
"Sunday the 15th",2002,nm5696836,"Ryan James",actor
"Time of Peace",2009,nm0276899,"Daniel Filho",actor
"Heaven and Hell",2010,nm2780568,"Richard Chandler",actor
"Tony 5",2008,nm1984865,"Michael Joseph Carr",actor
Morning,2010,nm0650702,"Leland Orser",actor
"Night for Day",2008,nm2075456,"Russ Camarda",actor
"L.A.A.P Presents Family Values",2007,nm3269597,"Derek D. Dow",actor
Lino,2007,nm0587271,"Jean-Louis Milesi",actor
"CX2: The Movie",2008,nm3322423,"Casimir Theriault",actor
"Mr. Lumière... I Am Back",2006,nm0018183,"Nikos Alevras",actor
"Absolutely American: A Comedy Heated Rally with Action",2009,nm0155341,"Peter Chen",actor
Aurora,2010,nm1090998,"Cristi Puiu",actor
Shutter,2006,nm3269688,"Michael Clark",actor
"The E.N.D.",2005,nm2929197,"Jason Goodman",actor
"Half Way",2010,nm1080555,"Kevin Foster",actor
Kodie,2010,nm3237136,"Abel Berry",actor
"Our Brief Eternity",2009,nm2426471,"Takuya Fukushima",actor
"Warriors of Toil: The Forgotten Girmitiyas Story",2010,nm3696634,"Sunil Brij Bhan",actor
"The Rise of the Bricks",2009,nm2898140,"Ben Keenan",actor
"Wistful Wilderness",2010,nm0802444,"Digna Sinke",actress
"A Summer Family",2010,nm1919553,"Masaki Iwana",actor
Corpus,2010,nm1621357,"Connie Diletti",actress
"Killing Twice: A Deadhunter Chronicle",2007,nm1508033,"Julián Lara",actor
"Eastern Drift",2010,nm0058401,"Sharunas Bartas",actor
Vamps,2010,nm1209639,"Marcus Dreeke",actor
"Legends of La La",2010,nm2913073,"Matthew Arnold",actor
"The Return of Mars",2010,nm4133086,"Sebastian Voltmer",actor
"John Marin: Let the Paint Be Paint!",2009,nm4174574,"Michael Maglaras",actor
"Parody Movie",2009,nm3043632,"Charles Dewandeler",actor
"Experiment 519",2010,nm3029667,"James Brandon Humphreys",actor
Empusa,2010,nm0596701,"Paul Naschy",actor
"Demon Hunters",2005,nm4577275,"Dennis Veldhuizen",actor
Retrato,2004,nm3584544,"Carlos Ruiz Carmona",actor
"Kurt Vonnegut Goes to Hell",2006,nm4367815,"DJ Dodd",actor
Pickled,2010,nm3761418,Montetré,actor
Crimson,2008,nm1160099,"Hannu Puttonen",actor
"Verano Con Amigos",2006,nm4567208,"Sergio Allard",actor
"The Man with Two Faces",2008,nm6023975,"James Ian Mair",actor
"Uninvited 3 Rogue Element",2005,nm1392145,"Paul Villamil",actor
"Paradise Island",2009,nm6835078,"Jimmy Bangura",actor
"3 Hours to Dusk",2008,nm4175879,"Austin Boggs",actor
Jodi,2007,nm7514011,"Anil Rai Mani",actor
"Nasty Nancy",2010,nm7912590,"Sandi Mance",actor
"Blood & Straw: Terror in Crowspass",2009,nm8177427,"Ewan Rigg",actor
"Al-Remal Al-Arabiyyah",2008,nm6055329,"Majid Abdulrazzaq",actor
"Wonderful World",2010,nm0620657,"Daisuke Namikawa",actor
Thalaimagan,2006,nm0764877,"Sarath Kumar",actor
"The Origin of Man",2000,nm0996175,"Stuart Hynson Culpepper",actor
"The Search for John Gissing",2001,nm0082802,"Mike Binder",actor
"Making Metamorphosis",2001,nm0113265,"Christopher E. Brown",actor
"Poolhall Junkies",2002,nm0552358,"Mars Callahan",actor
"I'd Rather Be... Gone",2001,nm1048099,"Maria Breaux",actress
Rappin-n-Rhyming,2002,nm1092347,"Todd Ryan",actor
"It's Easier for a Camel...",2003,nm0116254,"Valeria Bruni Tedeschi",actress
"Soul Mate",2002,nm0748207,"Sergio Rubini",actor
"Six: The Mark Unleashed",2004,nm0235948,"Kevin Downes",actor
"Souvenir: November 2001",2002,nm1325906,"Gregory Allen",actor
"True Dreams",2002,nm1376937,"Corey W. Allen",actor
Master,2001,nm0025626,"Suneil Anand",actor
"Summer Solstice",2003,nm1615549,"George Fivas",actor
Powerless,2004,nm1745142,"Matthew B.P. Daniels",actor
"Playas del silencio",2003,nm1992495,"Pablo Torello",actor
Slipstream,2007,nm0000164,"Anthony Hopkins",actor
"Gomer and Ed Lost in Space",2000,nm1420410,"Ryan E. Heppe",actor
"Kick the Lion",2006,nm2281220,"Oliver G. Becker",actor
"Hollywood Gothic",2006,nm1522346,"Brian Thomas Barnhart",actor
"Highway to Santa Fe",2006,nm1324774,"Jerry G. Angelo",actor
"The Law of Eagle Rock",2002,nm10577756,"Jeff Wagner",actor
"The Visit",2007,nm0362055,"Mary Hardcastle",actress
"Filmer et punir",2007,nm1315309,"Pierre Méréjkowsky",actor
"The Mild West",2009,nm10903729,"Parker Blaze Crowder",actor
"A Letter from Greenpoint",2005,nm0577263,"Jonas Mekas",actor
"Secrets of the Clown",2007,nm2814707,"Ryan Badalamenti",actor
"Amateur Porn Star Killer 2",2008,nm1546474,"Shane Ryan",actor
Knerten,2009,nm0257725,"Åsleik Engmark",actor
"Tractor, Love & Rock'n Roll",2008,nm0229301,"Branko Djuric",actor
GravyTrain,2010,nm0611983,"April Mullen",actress
"See Naples... Then Die",2008,nm0993783,"Aaron Stielstra",actor
"Operation: Sunrise",2008,nm1687248,"Donovan Cerminara",actor
"Stingray Sam",2009,nm0563826,"Cory McAbee",actor
Munnar,2009,nm12129945,"K. Thambi Durai",actor
"Bobby Fischer Live",2009,nm0152082,"Damian Chapa",actor
"I'm Not Harry Jenson.",2009,nm1094036,"James Napier Robertson",actor
"Saddam'in askerleri: Bir Gani Rüzgar Savata filmi",2009,nm1855334,"Gani Savata",actor
"18 Years Later",2010,nm0502412,"Edoardo Leo",actor
"Street Playerz",2009,nm1134393,"Robert Arevalo",actor
"Jamie and Eddie: Souls of Strife",2007,nm2983144,"Pascal Aka",actor
"Cães Raivosos",2000,nm0145667,"Paulo Castro",actor
Rita,2009,nm0787509,"Renuka Shahane",actress
Owned,2009,nm2829296,"Jose Montesinos",actor
"New Low",2010,nm3241561,"Adam Bowers",actor
SandCastles,2009,nm3087463,"Robert Robbins",actor
"Unusual Occurrences",2009,nm3418137,"Richard LeVan",actor
"Small Days",2010,nm0313743,"Stan Harrington",actor
Habanece,2003,nm3829112,"Jorge Nebra",actor
"The Intensive",2010,nm1964534,"Franco Trombino",actor
"Red Zone",2010,nm1996051,"Javier Barbera",actor
Candor,2001,nm0176923,"Brad Cook",actor
"The Knackery",2009,nm3949900,"George Clarke",actor
"Paper Shoes",2010,nm1629903,"David Dillehunt",actor
"Insects in the Backyard",2010,nm2565292,"Tanwarin Sukkhapisit",actress
"The Cutting Room",2008,nm1784201,"Travis Ammons",actor
"The Amulet",2009,nm4344986,"Ryan Konig",actor
"Game Boys",2008,nm1121649,"Brad Jones",actor
"Caveman20 Is Typing",2009,nm3348643,"Jason Moliterno",actor
Subramaniapuram,2008,nm4241449,"M. Sasikumar",actor
"Son of Adam Daughter of Eve",2010,nm2202538,"Rambod Javan",actor
"My Eyes Won't Dry 2: Tube Vision",2010,nm2371806,"Brian Conley",actor
"Il trono di cristallo",2009,nm6094189,"Maurizio Margherito",actor
"Always Midnight",2006,nm0943944,"Joel D. Wynkoop",actor
"Monster in the Family: the Struggle Continues",2008,nm0440995,"John Kastner",actor
"King B.'s Roost 1-2",2008,nm6790972,"King B.",actor
Muni,2007,nm0706485,"Lawrence Raghavendra",actor
"Aging Trees of Knowledge",2008,nm3982944,"Adrian Esposito",actor
"Scream for Christmas",2000,nm2730291,"Rob Avery",actor
"Goodbye, Merry-Go-Round",2000,nm6951421,"Larry Reavis",actor
"Dithyrambe pour Dionysos",2008,nm1165696,"Béatrice Kordon",actress
"Fragments from Septic",2006,nm3557398,"Michal Imielski",actor
"Lettres d'Algérie",2001,nm0434103,"Azize Kabouche",actor
"El sendero del chulo",2008,nm9763364,"Óscar Catacora",actor
Mischka,2002,nm0836681,"Jean-François Stévenin",actor
Movievoyeur.com,2000,nm0176921,"Bob Cook",actor
"Her Eyes",2001,nm0315528,"Faramarz Gharibian",actor
"Barra 68 - Sem Perder a Ternura",2001,nm0142500,"Vladimir Carvalho",actor
"Cosmic Coffee",2001,nm0908384,"Charles Wall",actor
"My Life as a Troll",2001,nm0105350,"Dominick Brascia",actor
"Only Life",2001,nm1148330,"Adele D'Man",actress
"Svend Åge Madsen - at fortælle menneskene",2002,nm0860894,"Christian Braad Thomsen",actor
Sexless,2003,nm1060915,"Alex Holdridge",actor
Baadasssss!,2003,nm0005522,"Mario Van Peebles",actor
Acne,2000,nm0619711,"Rusty Nails",actor
"Hollywood Gold",2003,nm0506802,"Ben Lewin",actor
"Everything in Between",2003,nm1481620,"Lyle Laney",actor
"Soldiers Don't Cry",2004,nm0991862,"Layon Gray",actor
"Shooting Nick",2004,nm0949127,"Daniel Yost",actor
"Balas & Bolinhos - O Regresso",2004,nm1644176,"Luis Ismael",actor
Choker,2005,nm0885014,"Nick Vallelonga",actor
"The Great Debaters",2007,nm0000243,"Denzel Washington",actor
"The Adventures of Buster Smith",2005,nm1746654,"Bill Regan",actor
"A Dragon's Tale",2006,nm0188027,"Nancy Criss",actress
"Dark Harvest II: The Maize",2004,nm1845037,"Bill Cowell",actor
"The GoodTimesKid",2005,nm0414337,"Azazel Jacobs",actor
Haze,2005,nm0875354,"Shin'ya Tsukamoto",actor
"Wired Wrong!",2005,nm2115211,"Khari Ajene",actor
"A Snake's Tail",2006,nm1729506,"Bijan Daneshmand",actor
Slumberland,2006,nm1141859,"Jarek Kupsc",actor
Tomorrow,2005,nm1584558,"Alastair Clayton",actor
"Con Michelangelo",2005,nm0031415,"Enrica Antonioni",actress
"Four the Roses",2006,nm0905411,"David Wade",actor
"Good Luck with That",2007,nm1359824,"Igor Breakenback",actor
"Mango Tango",2009,nm0381783,"Marianne Hettinger",actress
"Big Man Japan",2007,nm1035719,"Hitoshi Matsumoto",actor
"The Thickness of Delirium",2007,nm1386294,"Brian James McGuire",actor
"Caesar and Otto's Summer Camp Massacre",2009,nm0996586,"Dave Campfield",actor
"Jack the Ripper's London",2002,nm3645961,"Liam Dale",actor
"Tink's Kitchen",2008,nm2143749,"Henry Davies",actor
"10 Years & 9 Days",2008,nm3228584,"Bradley Angell",actor
Sandcastles,2008,nm3065825,"Ryan Balas",actor
"Terra Antarctica, Re-Discovering the Seventh Continent",2009,nm3123587,"Jon Bowermaster",actor
"Professor Norman Cornett",2009,nm0643446,"Alanis Obomsawin",actress
"The Taste of Relation",2009,nm2417233,"Mukesh Asopa",actor
"Ay Lav Yu",2010,nm1195585,"Sermiyan Midyat",actor
"Zombienation (Hail to the Führer)",2009,nm3689615,"Víctor Méndez",actor
